2.131752305665349, 4.9878868767739295
2.2371541501976284, 5.174796777700996
2.3359683794466406, 5.362203580066667
2.3952569169960474, 5.504973459811756
2.546772068511199, 5.599240125708818
2.678524374176548, 5.6836210649587695
2.9749670619235835, 5.755296846365838
3.1989459815546772, 5.81610851782882
3.469038208168643, 5.853850027215021
3.7193675889328066, 5.9180950016787035
4.266139657444006, 5.968550381037727
5.023715415019764, 6.012140085005912
5.313570487483531, 5.999999999999998
5.7483530961791836, 6.014571048051397
6.084321475625824, 6.026740615350973
6.334650856389986, 6.007281106150134
6.624505928853756, 6.009710104504531
6.881422924901186, 5.990305584460131
