10^5 initial neutrinos of type 2 at energy 1E+19. 
type, NC, CC, DC, InitNuNum, Gen, OutEnergy, InitEnergy.
2 2 0 0 12 2 18.80562 19 
2 2 0 0 26 2 17.74619 19 
2 3 0 0 46 3 18.2934 19 
2 1 0 0 56 1 18.40603 19 
2 3 0 0 72 3 18.76534 19 
2 1 0 0 82 1 18.98605 19 
2 0 0 0 131 0 19 19 
2 1 0 0 138 1 18.99945 19 
2 1 0 0 139 1 18.85822 19 
2 2 0 0 140 2 17.66284 19 
2 4 0 0 197 4 18.34226 19 
2 2 0 0 232 2 16.71464 19 
2 1 0 0 254 1 18.99931 19 
2 1 0 0 260 1 18.92354 19 
2 0 0 0 268 0 19 19 
2 2 0 0 272 2 18.86813 19 
2 1 0 0 279 1 18.9797 19 
2 1 0 0 281 1 18.53844 19 
2 2 0 0 303 2 18.86701 19 
2 0 0 0 304 0 19 19 
2 1 0 0 334 1 18.95317 19 
2 1 0 0 336 1 18.68448 19 
2 0 0 0 370 0 19 19 
2 1 0 0 394 1 18.99972 19 
2 1 0 0 409 1 18.99563 19 
2 2 0 0 425 2 18.67332 19 
2 1 0 0 440 1 18.99255 19 
2 1 0 0 441 1 17.66567 19 
2 2 0 0 450 2 18.99542 19 
2 1 0 0 464 1 18.88264 19 
2 1 0 0 477 1 18.96725 19 
2 1 0 0 486 1 18.77395 19 
2 2 0 0 502 2 18.33098 19 
2 3 0 0 578 3 18.88709 19 
2 2 0 0 586 2 18.95991 19 
2 3 0 0 588 3 18.64047 19 
2 2 0 0 612 2 17.48787 19 
2 1 0 0 661 1 18.48889 19 
2 1 0 0 677 1 18.99931 19 
2 1 0 0 711 1 18.99882 19 
2 4 0 0 725 4 18.90934 19 
2 0 0 0 742 0 19 19 
2 1 0 0 749 1 18.95586 19 
2 2 0 0 774 2 18.20283 19 
2 1 0 0 785 1 17.21085 19 
2 2 0 0 791 2 18.95354 19 
2 2 0 0 810 2 18.53991 19 
2 0 0 0 889 0 19 19 
2 1 0 0 892 1 18.8962 19 
2 1 0 0 904 1 18.99137 19 
2 1 0 0 908 1 18.99993 19 
2 0 0 0 997 0 19 19 
2 0 0 0 1002 0 19 19 
2 1 0 0 1105 1 18.96882 19 
2 2 0 0 1134 2 18.94071 19 
2 0 0 0 1196 0 19 19 
2 3 0 0 1209 3 18.38814 19 
2 2 0 0 1219 2 17.87169 19 
2 0 0 0 1254 0 19 19 
2 2 0 0 1286 2 18.16288 19 
2 2 0 0 1289 2 18.9267 19 
2 2 0 0 1315 2 18.81385 19 
2 0 0 0 1317 0 19 19 
2 2 0 0 1319 2 18.9887 19 
2 2 0 0 1321 2 18.7733 19 
2 2 0 0 1322 2 18.58566 19 
2 0 0 0 1385 0 19 19 
2 1 0 0 1387 1 18.94469 19 
2 2 0 0 1392 2 18.61429 19 
2 2 0 0 1393 2 18.85583 19 
2 1 0 0 1401 1 18.41091 19 
2 3 0 0 1403 3 18.52432 19 
2 3 0 0 1408 3 18.89008 19 
2 2 0 0 1418 2 18.55602 19 
2 0 0 0 1444 0 19 19 
2 2 0 0 1461 2 17.60036 19 
2 2 0 0 1465 2 18.99879 19 
2 2 0 0 1485 2 18.57092 19 
2 5 0 0 1498 5 18.88199 19 
2 2 0 0 1513 2 18.35663 19 
2 2 0 0 1515 2 18.24723 19 
2 1 0 0 1548 1 17.57043 19 
2 2 0 0 1555 2 18.64533 19 
2 3 0 0 1558 3 18.99389 19 
2 1 0 0 1560 1 18.37258 19 
2 0 0 0 1580 0 19 19 
2 4 0 0 1603 4 18.38521 19 
2 1 0 0 1608 1 17.84819 19 
2 3 0 0 1637 3 18.45813 19 
2 1 0 0 1656 1 18.99954 19 
2 0 0 0 1663 0 19 19 
2 1 0 0 1665 1 17.21085 19 
2 1 0 0 1676 1 18.69773 19 
2 2 0 0 1684 2 18.90031 19 
2 3 0 0 1713 3 18.96891 19 
2 0 0 0 1718 0 19 19 
2 1 0 0 1732 1 18.99637 19 
2 1 0 0 1741 1 18.98977 19 
2 0 0 0 1756 0 19 19 
2 0 0 0 1758 0 19 19 
2 1 0 0 1786 1 18.72652 19 
2 1 0 0 1788 1 18.97455 19 
2 1 0 0 1798 1 18.92045 19 
2 1 0 0 1881 1 18.1232 19 
2 1 0 0 1934 1 18.97364 19 
2 0 0 0 1945 0 19 19 
2 0 0 0 1964 0 19 19 
2 1 0 0 2023 1 18.96989 19 
2 3 0 0 2047 3 18.58416 19 
2 1 0 0 2057 1 18.99985 19 
2 1 0 0 2080 1 18.98217 19 
2 0 0 0 2099 0 19 19 
2 1 0 0 2167 1 16.86332 19 
2 1 0 0 2168 1 18.98173 19 
2 3 0 0 2182 3 18.28128 19 
2 1 0 0 2229 1 18.64336 19 
2 1 0 0 2247 1 19 19 
2 0 0 0 2253 0 19 19 
2 1 0 0 2315 1 18.99637 19 
2 2 0 0 2322 2 18.957 19 
2 0 0 0 2336 0 19 19 
2 1 0 0 2355 1 18.99908 19 
2 0 0 0 2403 0 19 19 
2 1 0 0 2406 1 17.21085 19 
2 0 0 0 2418 0 19 19 
2 2 0 0 2438 2 18.54751 19 
2 2 0 0 2479 2 18.85806 19 
2 1 0 0 2498 1 17.84819 19 
2 2 0 0 2550 2 18.86763 19 
2 0 0 0 2555 0 19 19 
2 1 0 0 2608 1 18.99925 19 
2 0 0 0 2658 0 19 19 
2 1 0 0 2664 1 18.99203 19 
2 1 0 0 2672 1 18.96569 19 
2 3 0 0 2677 3 18.86335 19 
2 1 0 0 2703 1 18.33159 19 
2 1 0 0 2713 1 18.70895 19 
2 2 0 0 2731 2 18.96601 19 
2 2 0 0 2739 2 18.30853 19 
2 0 0 0 2745 0 19 19 
2 1 0 0 2751 1 18.99337 19 
2 1 0 0 2756 1 18.77985 19 
2 1 0 0 2778 1 18.99799 19 
2 0 0 0 2794 0 19 19 
2 4 0 0 2796 4 18.61731 19 
2 3 0 0 2805 3 18.31134 19 
2 0 0 0 2825 0 19 19 
2 1 0 0 2829 1 18.68387 19 
2 3 0 0 2838 3 17.62749 19 
2 0 0 0 2857 0 19 19 
2 3 0 0 2860 3 18.54299 19 
2 2 0 0 2862 2 17.8009 19 
2 1 0 0 2867 1 18.94775 19 
2 1 0 0 2920 1 18.92045 19 
2 2 0 0 2925 2 18.97127 19 
2 3 0 0 2930 3 17.45796 19 
2 2 0 0 2959 2 17.22908 19 
2 2 0 0 2988 2 18.99974 19 
2 2 0 0 3016 2 18.91627 19 
2 0 0 0 3075 0 19 19 
2 1 0 1 3080 2 15.37129 19 
2 0 0 0 3122 0 19 19 
2 2 0 0 3158 2 17.78301 19 
2 1 0 0 3162 1 17.5768 19 
2 2 0 0 3185 2 18.35495 19 
2 1 0 0 3196 1 18.98762 19 
2 0 0 0 3222 0 19 19 
2 3 0 0 3229 3 18.97427 19 
2 0 0 0 3239 0 19 19 
2 0 0 0 3241 0 19 19 
2 1 0 0 3249 1 17.85727 19 
2 2 0 0 3252 2 18.85211 19 
2 2 0 0 3270 2 16.9453 19 
2 0 0 0 3303 0 19 19 
2 0 0 0 3326 0 19 19 
2 3 0 0 3337 3 18.53596 19 
2 0 0 0 3342 0 19 19 
2 0 0 0 3345 0 19 19 
2 0 0 0 3351 0 19 19 
2 0 0 0 3404 0 19 19 
2 0 0 0 3433 0 19 19 
2 2 0 0 3439 2 18.43416 19 
2 1 0 0 3516 1 18.99693 19 
2 2 0 0 3530 2 17.76615 19 
2 0 0 0 3532 0 19 19 
