10^5 initial neutrinos of type 2 at energy 1E+19. 
type, NC, CC, DC, InitNuNum, Gen, OutEnergy, InitEnergy.
2 1 0 0 0 1 18.95815 19 
2 1 0 0 6 1 18.99995 19 
2 1 0 0 7 1 17.87506 19 
2 2 0 0 8 2 18.23159 19 
2 0 0 0 11 0 19 19 
2 1 0 0 48 1 18.53311 19 
2 1 0 0 65 1 18.53844 19 
2 1 0 0 75 1 19 19 
2 0 0 0 81 0 19 19 
2 2 0 0 96 2 18.48891 19 
2 2 0 0 97 2 18.70885 19 
2 1 0 0 101 1 18.99209 19 
2 1 0 0 102 1 17.6505 19 
2 0 0 0 112 0 19 19 
2 1 0 0 129 1 18.8608 19 
2 3 0 0 130 3 18.47103 19 
2 0 0 0 136 0 19 19 
2 0 0 0 149 0 19 19 
2 0 0 0 150 0 19 19 
2 1 0 0 158 1 18.93369 19 
2 0 0 0 167 0 19 19 
2 2 0 0 193 2 18.97155 19 
2 0 0 0 194 0 19 19 
2 1 0 0 213 1 18.98442 19 
2 2 0 0 224 2 18.99732 19 
2 2 0 0 226 2 18.57858 19 
2 2 0 0 227 2 18.92449 19 
2 3 0 0 246 3 18.36019 19 
2 1 0 0 247 1 18.86813 19 
2 2 0 0 262 2 18.58813 19 
2 0 0 0 265 0 19 19 
2 0 0 0 271 0 19 19 
2 1 0 0 278 1 18.98968 19 
2 0 0 0 283 0 19 19 
2 3 0 0 300 3 18.96598 19 
2 1 0 0 303 1 18.99172 19 
2 2 0 0 304 2 18.70786 19 
2 1 0 0 305 1 18.97168 19 
2 2 0 0 313 2 18.35352 19 
2 0 0 0 325 0 19 19 
2 1 0 0 335 1 18.99985 19 
2 1 0 0 344 1 18.9817 19 
2 1 0 0 349 1 19 19 
2 0 0 0 354 0 19 19 
2 1 0 0 357 1 18.79434 19 
2 1 0 0 364 1 18.99885 19 
2 1 0 0 372 1 17.21085 19 
2 0 0 0 378 0 19 19 
2 1 0 0 379 1 18.9998 19 
2 1 0 0 397 1 18.99625 19 
2 2 0 0 405 2 18.88713 19 
2 1 0 0 406 1 18.8732 19 
2 1 0 0 410 1 18.68264 19 
2 1 0 0 413 1 18.51216 19 
2 2 0 0 414 2 18.73401 19 
2 2 0 0 420 2 18.60332 19 
2 1 0 0 421 1 19 19 
2 1 0 0 423 1 18.9946 19 
2 1 0 0 434 1 18.79822 19 
2 0 0 0 469 0 19 19 
2 1 0 0 489 1 18.99977 19 
2 1 0 0 494 1 16.86332 19 
2 1 0 0 500 1 18.99514 19 
2 0 0 0 501 0 19 19 
2 0 0 0 511 0 19 19 
2 1 0 0 519 1 18.20658 19 
2 1 0 0 529 1 18.99914 19 
2 2 0 0 533 2 17.47721 19 
2 0 0 0 552 0 19 19 
2 2 0 0 553 2 18.90542 19 
2 2 0 0 556 2 18.72428 19 
2 0 0 0 557 0 19 19 
2 1 0 0 567 1 18.99642 19 
2 0 0 0 572 0 19 19 
2 0 0 0 590 0 19 19 
2 2 0 0 601 2 18.97981 19 
2 2 0 0 617 2 16.94823 19 
2 2 0 1 620 3 14.09537 19 
2 0 0 0 622 0 19 19 
2 6 0 0 625 6 18.49268 19 
2 0 0 0 632 0 19 19 
2 3 0 0 633 3 17.86006 19 
2 2 0 0 634 2 18.88499 19 
2 1 0 0 635 1 18.91158 19 
2 1 0 0 637 1 18.97362 19 
2 1 0 0 645 1 18.8529 19 
2 1 0 0 650 1 18.44804 19 
2 2 0 0 659 2 18.62613 19 
2 1 0 0 661 1 18.5847 19 
2 1 0 0 665 1 18.99994 19 
2 1 0 0 671 1 18.8886 19 
2 2 0 0 677 2 18.81122 19 
2 0 0 0 681 0 19 19 
2 0 0 0 701 0 19 19 
2 1 0 0 713 1 18.99998 19 
2 0 0 0 715 0 19 19 
2 0 0 0 723 0 19 19 
2 2 0 0 727 2 18.95822 19 
2 2 0 0 737 2 18.82574 19 
2 0 0 0 758 0 19 19 
2 0 0 0 760 0 19 19 
2 0 0 0 765 0 19 19 
2 2 0 0 787 2 18.92597 19 
2 0 0 0 788 0 19 19 
2 0 0 0 792 0 19 19 
2 1 0 0 795 1 18.99997 19 
2 0 0 0 813 0 19 19 
2 1 0 0 819 1 17.87506 19 
