10^5 initial neutrinos of type 2 at energy 1E+19. 
type, NC, CC, DC, InitNuNum, Gen, OutEnergy, InitEnergy.
2 1 0 0 16 1 18.93013 19 
2 1 0 0 66 1 18.94579 19 
2 0 0 0 86 0 19 19 
2 1 0 0 89 1 18.99848 19 
2 4 0 0 96 4 17.23325 19 
2 1 0 0 127 1 18.99574 19 
2 2 0 0 146 2 18.98003 19 
2 3 0 0 161 3 18.25113 19 
2 3 0 0 184 3 18.91966 19 
2 2 0 0 193 2 18.76057 19 
2 0 0 0 210 0 19 19 
2 2 0 0 218 2 18.09873 19 
2 0 0 0 224 0 19 19 
2 0 0 0 267 0 19 19 
2 0 0 0 274 0 19 19 
2 1 0 0 276 1 18.89819 19 
2 0 0 0 283 0 19 19 
2 1 0 0 295 1 17.21085 19 
2 0 0 0 298 0 19 19 
2 1 0 0 370 1 18.75004 19 
2 1 0 0 384 1 18.99758 19 
2 2 0 0 420 2 18.60175 19 
2 2 0 0 433 2 17.44327 19 
2 1 0 0 467 1 18.48903 19 
2 1 0 0 506 1 18.99962 19 
2 1 0 0 521 1 18.8586 19 
2 0 0 0 523 0 19 19 
2 0 0 0 532 0 19 19 
2 0 0 0 564 0 19 19 
2 0 0 0 581 0 19 19 
2 1 0 0 601 1 18.99997 19 
2 2 0 0 648 2 18.93218 19 
2 3 0 0 650 3 18.25852 19 
2 1 0 0 684 1 18.88045 19 
2 1 0 0 690 1 18.99999 19 
2 0 0 0 691 0 19 19 
2 1 0 0 700 1 18.99708 19 
2 2 0 0 718 2 18.96893 19 
2 1 0 0 745 1 18.99547 19 
2 2 0 0 753 2 18.85098 19 
2 3 0 0 766 3 17.93827 19 
2 2 0 0 767 2 18.92488 19 
2 4 0 0 796 4 18.83934 19 
2 2 0 0 798 2 18.9509 19 
2 1 0 0 809 1 18.99758 19 
2 3 0 0 858 3 18.6402 19 
2 2 0 0 882 2 18.70779 19 
2 2 0 0 900 2 17.81464 19 
2 0 0 0 902 0 19 19 
2 0 0 0 906 0 19 19 
2 2 0 0 909 2 18.68728 19 
2 1 0 0 919 1 18.80951 19 
2 1 0 0 925 1 18.98778 19 
2 1 0 0 927 1 18.99932 19 
2 1 0 0 936 1 17.13893 19 
2 1 0 0 975 1 18.8886 19 
2 1 0 0 1002 1 18.99399 19 
2 1 0 0 1015 1 18.90302 19 
2 2 0 0 1019 2 18.10811 19 
2 2 0 0 1038 2 18.27009 19 
2 4 0 0 1130 4 18.97836 19 
2 2 0 0 1153 2 18.38632 19 
2 1 0 0 1167 1 18.98173 19 
2 0 0 0 1179 0 19 19 
2 1 0 0 1183 1 18.99968 19 
2 2 0 0 1235 2 18.67082 19 
2 1 0 0 1243 1 18.99998 19 
2 2 0 0 1266 2 18.70705 19 
2 1 0 0 1278 1 18.20142 19 
2 0 0 0 1345 0 19 19 
2 0 0 0 1349 0 19 19 
2 0 0 0 1363 0 19 19 
2 2 0 0 1366 2 18.81342 19 
2 1 0 0 1385 1 17.51188 19 
2 3 0 0 1400 3 18.79489 19 
2 2 0 0 1402 2 16.82637 19 
2 3 0 0 1407 3 18.84526 19 
2 0 0 0 1413 0 19 19 
2 1 0 0 1435 1 18.99794 19 
2 4 0 0 1469 4 17.97783 19 
2 3 0 0 1473 3 18.63569 19 
2 2 0 0 1486 2 17.75866 19 
2 1 0 0 1487 1 18.98618 19 
2 1 0 0 1522 1 17.66567 19 
2 1 0 0 1524 1 18.96133 19 
2 3 0 0 1561 3 18.19239 19 
2 2 0 0 1563 2 18.88175 19 
2 1 0 0 1570 1 16.86332 19 
2 1 0 0 1574 1 18.86525 19 
2 3 0 0 1595 3 17.27919 19 
2 1 0 0 1612 1 17.13893 19 
2 1 0 0 1621 1 17.29907 19 
2 0 0 0 1665 0 19 19 
2 4 0 0 1674 4 18.15565 19 
2 2 0 0 1732 2 18.93025 19 
2 2 0 0 1739 2 16.73839 19 
2 1 0 0 1783 1 18.87361 19 
2 2 0 0 1797 2 18.43944 19 
2 0 0 0 1804 0 19 19 
