10^5 initial neutrinos of type 2 at energy 1E+19. 
type, NC, CC, DC, InitNuNum, Gen, OutEnergy, InitEnergy.
2 1 0 0 26 1 18.94121 19 
2 1 0 0 78 1 18.7877 19 
2 4 0 0 80 4 18.86061 19 
2 1 0 0 87 1 18.42744 19 
2 2 0 0 97 2 18.81161 19 
2 0 0 0 208 0 19 19 
2 1 0 0 226 1 18.96979 19 
2 2 0 0 257 2 18.76511 19 
2 1 0 0 272 1 18.9936 19 
2 0 0 0 287 0 19 19 
2 1 0 0 294 1 18.86517 19 
2 3 0 0 349 3 18.10539 19 
2 1 0 1 387 2 14.00233 19 
2 1 0 0 442 1 18.98212 19 
2 1 0 0 473 1 18.97372 19 
2 2 0 0 493 2 18.66173 19 
2 1 0 0 543 1 18.78975 19 
2 1 0 0 549 1 18.99868 19 
2 2 0 0 553 2 18.91035 19 
2 0 0 0 565 0 19 19 
2 2 0 0 570 2 18.87431 19 
2 0 0 0 580 0 19 19 
2 1 0 0 598 1 18.99949 19 
2 1 0 0 615 1 18.99991 19 
2 1 0 0 671 1 17.85727 19 
2 2 0 0 715 2 18.84945 19 
2 4 0 0 804 4 18.52468 19 
2 1 0 0 866 1 18.98546 19 
2 0 0 0 884 0 19 19 
2 3 0 0 910 3 18.75108 19 
2 1 0 0 963 1 18.31076 19 
2 1 0 0 982 1 17.5768 19 
2 0 0 0 984 0 19 19 
2 0 0 0 995 0 19 19 
2 1 0 0 1000 1 18.99994 19 
2 0 0 0 1027 0 19 19 
2 1 0 0 1152 1 18.42575 19 
2 3 0 0 1158 3 18.76372 19 
2 1 0 0 1164 1 18.42744 19 
2 2 0 0 1168 2 18.2949 19 
2 3 0 0 1201 3 18.88291 19 
2 2 0 0 1209 2 18.92909 19 
2 0 0 0 1268 0 19 19 
2 2 0 0 1272 2 18.98072 19 
2 3 0 0 1302 3 18.43971 19 
2 2 0 0 1307 2 18.87109 19 
2 1 0 0 1336 1 18.99988 19 
2 1 0 0 1337 1 16.1271 19 
2 1 0 0 1340 1 18.99591 19 
2 0 0 0 1351 0 19 19 
2 3 0 0 1375 3 18.49407 19 
2 3 0 0 1391 3 17.52267 19 
2 2 0 0 1412 2 18.59854 19 
2 3 0 0 1472 3 17.51217 19 
2 3 0 0 1484 3 18.48174 19 
2 2 0 0 1493 2 18.40219 19 
2 4 0 0 1496 4 18.83016 19 
2 0 0 0 1517 0 19 19 
2 1 0 0 1531 1 18.99909 19 
2 2 0 0 1535 2 18.92532 19 
2 0 0 0 1584 0 19 19 
2 0 0 0 1589 0 19 19 
2 1 0 0 1636 1 18.75004 19 
2 2 0 0 1670 2 18.88639 19 
2 1 0 0 1678 1 18.25763 19 
2 2 0 0 1695 2 18.53817 19 
2 3 0 0 1753 3 18.71742 19 
2 2 0 0 1834 2 17.11464 19 
2 5 0 0 1867 5 18.3956 19 
2 1 0 0 1871 1 18.99661 19 
2 1 0 0 1875 1 18.93974 19 
2 2 0 0 1903 2 17.50305 19 
2 1 0 0 1911 1 17.48728 19 
2 3 0 0 1912 3 18.70473 19 
2 1 0 0 1913 1 18.9755 19 
2 1 0 0 1976 1 18.78817 19 
2 2 0 0 2008 2 18.05096 19 
2 1 0 0 2021 1 18.99908 19 
2 0 0 0 2065 0 19 19 
2 0 0 0 2069 0 19 19 
2 2 0 0 2110 2 18.94302 19 
2 3 0 0 2158 3 18.82542 19 
2 3 0 0 2186 3 18.59146 19 
2 3 0 0 2187 3 18.46293 19 
2 1 0 0 2235 1 18.99668 19 
2 1 0 0 2241 1 18.94775 19 
2 1 0 0 2315 1 18.99956 19 
