10^5 initial neutrinos of type 2 at energy 1E+19. 
type, NC, CC, DC, InitNuNum, Gen, OutEnergy, InitEnergy.
2 2 0 0 64 2 18.41484 19 
2 1 0 0 280 1 17.85727 19 
2 2 0 0 340 2 18.92609 19 
2 3 0 0 460 3 17.8023 19 
2 2 0 0 512 2 17.18574 19 
2 4 0 0 806 4 18.80708 19 
2 7 0 0 827 7 18.02685 19 
2 5 0 0 1172 5 17.54756 19 
2 2 0 0 1200 2 17.24273 19 
2 3 0 0 1422 3 16.88048 19 
2 2 0 0 1448 2 16.84557 19 
2 2 0 0 1548 2 18.74754 19 
2 2 0 0 1602 2 18.78031 19 
2 6 0 0 1690 6 18.84655 19 
2 3 0 0 1946 3 18.52847 19 
2 6 0 0 2189 6 18.33648 19 
2 2 0 0 2636 2 18.43234 19 
2 2 0 0 2787 2 18.61451 19 
2 2 0 0 2823 2 17.57255 19 
2 1 0 0 3116 1 18.51216 19 
2 2 0 0 3146 2 18.60026 19 
2 4 0 0 3252 4 18.16722 19 
2 3 0 0 3573 3 18.75697 19 
2 2 0 0 3657 2 18.75433 19 
2 3 0 0 4106 3 17.53553 19 
2 2 0 0 4307 2 18.38933 19 
2 2 0 0 4331 2 18.02024 19 
2 1 0 0 4610 1 18.53162 19 
2 2 0 0 4712 2 17.24913 19 
2 4 0 0 4883 4 17.67031 19 
2 1 0 0 4925 1 18.9955 19 
2 2 0 0 4985 2 18.31794 19 
2 1 0 0 5045 1 16.1271 19 
2 4 0 0 5519 4 18.11161 19 
2 3 0 0 5598 3 18.57316 19 
2 2 0 0 5694 2 18.04947 19 
2 2 0 0 5704 2 18.59305 19 
2 1 0 0 5717 1 18.80908 19 
2 2 0 0 5829 2 16.1017 19 
2 3 0 0 5907 3 16.96984 19 
2 3 0 0 6002 3 18.9239 19 
2 2 0 0 6139 2 16.63471 19 
2 5 0 0 6318 5 18.96077 19 
2 1 0 0 6765 1 16.83059 19 
2 2 0 0 6972 2 17.71621 19 
2 3 0 0 7322 3 18.96572 19 
2 1 0 0 7452 1 17.44607 19 
2 1 0 0 7486 1 18.20142 19 
2 3 0 0 7677 3 18.83424 19 
2 2 0 0 8328 2 18.28543 19 
2 3 0 0 8424 3 16.97132 19 
2 3 0 0 8537 3 18.056 19 
2 2 0 0 8605 2 16.82955 19 
2 2 0 0 8626 2 17.41308 19 
2 1 0 0 8631 1 17.81485 19 
2 2 0 0 8707 2 17.29894 19 
2 7 0 0 8766 7 18.39012 19 
2 1 0 0 8804 1 18.53781 19 
2 1 0 0 8878 1 18.83494 19 
2 5 0 0 8916 5 18.89054 19 
2 3 0 0 8938 3 17.63094 19 
2 2 0 0 8952 2 18.31934 19 
2 2 0 0 8978 2 16.84865 19 
2 2 0 1 9038 3 14.5509 19 
2 2 0 0 9727 2 18.18248 19 
2 1 0 0 10265 1 18.42744 19 
2 2 0 0 10352 2 17.52063 19 
2 4 0 0 10412 4 17.22362 19 
2 4 0 0 10531 4 18.44898 19 
2 1 0 0 11082 1 16.86332 19 
2 1 0 0 11235 1 18.97844 19 
2 0 0 0 11347 0 19 19 
2 2 0 0 11481 2 18.2263 19 
2 3 0 0 11706 3 17.41968 19 
2 2 0 0 11891 2 17.82653 19 
2 1 0 0 12100 1 17.5768 19 
2 1 0 0 12227 1 18.86609 19 
2 2 0 0 12640 2 16.48172 19 
2 2 0 0 12661 2 18.3477 19 
2 2 0 0 12686 2 17.52566 19 
2 3 0 0 12851 3 17.47673 19 
2 1 0 0 12986 1 18.65976 19 
2 3 0 0 13115 3 17.49243 19 
2 1 0 0 13481 1 18.99799 19 
2 3 0 0 13522 3 18.93902 19 
2 1 0 0 13557 1 17.13893 19 
2 3 0 0 13574 3 17.40458 19 
2 3 0 0 13677 3 18.73366 19 
2 2 0 0 13914 2 18.28282 19 
2 3 0 1 13987 4 14.08048 19 
