10^5 initial neutrinos of type 2 at energy 1E+19. 
type, NC, CC, DC, InitNuNum, Gen, OutEnergy, InitEnergy.
2 0 0 0 7 0 19 19 
2 0 0 0 8 0 19 19 
2 1 0 0 12 1 18.93752 19 
2 0 0 0 14 0 19 19 
2 0 0 0 17 0 19 19 
2 0 0 0 21 0 19 19 
2 1 0 1 26 2 14.52025 19 
2 0 0 0 28 0 19 19 
2 2 0 0 30 2 17.79283 19 
2 0 0 0 39 0 19 19 
2 0 0 0 42 0 19 19 
2 1 0 0 46 1 18.32621 19 
2 0 0 0 48 0 19 19 
2 0 0 0 49 0 19 19 
2 0 0 0 52 0 19 19 
2 1 0 0 57 1 18.86813 19 
2 2 0 0 60 2 18.61143 19 
2 0 0 0 66 0 19 19 
2 0 0 0 69 0 19 19 
2 0 0 0 70 0 19 19 
2 1 0 0 73 1 18.79434 19 
2 2 0 0 76 2 18.93297 19 
2 1 0 0 84 1 18.96597 19 
2 1 0 0 86 1 18.97875 19 
2 0 0 0 87 0 19 19 
2 0 0 0 88 0 19 19 
2 1 0 0 92 1 18.99991 19 
2 0 0 0 94 0 19 19 
2 2 0 0 106 2 18.97733 19 
2 1 0 0 107 1 18.99804 19 
2 0 0 0 111 0 19 19 
2 2 0 0 113 2 18.96304 19 
2 2 0 0 117 2 18.46596 19 
2 0 0 0 121 0 19 19 
2 2 0 0 122 2 18.96124 19 
2 0 0 0 124 0 19 19 
2 1 0 0 126 1 18.96725 19 
2 0 0 0 127 0 19 19 
2 0 0 0 131 0 19 19 
2 0 0 0 135 0 19 19 
2 0 0 0 137 0 19 19 
2 0 0 0 140 0 19 19 
2 0 0 0 141 0 19 19 
2 0 0 0 142 0 19 19 
2 0 0 0 145 0 19 19 
2 0 0 0 149 0 19 19 
2 0 0 0 151 0 19 19 
2 1 0 0 153 1 18.92808 19 
2 1 0 0 156 1 18.99693 19 
2 3 0 0 164 3 18.74949 19 
2 0 0 0 165 0 19 19 
2 0 0 0 168 0 19 19 
2 0 0 0 172 0 19 19 
2 0 0 0 178 0 19 19 
2 0 0 0 181 0 19 19 
2 1 0 0 184 1 18.60359 19 
2 0 0 0 185 0 19 19 
2 1 0 0 188 1 18.63081 19 
2 1 0 0 189 1 18.99992 19 
2 0 0 0 191 0 19 19 
2 1 0 0 193 1 18.80186 19 
2 1 0 0 195 1 18.99695 19 
2 2 0 0 198 2 18.99935 19 
2 2 0 0 201 2 18.93234 19 
2 1 0 0 209 1 18.8778 19 
2 0 0 0 213 0 19 19 
2 0 0 0 214 0 19 19 
2 0 0 0 225 0 19 19 
2 1 0 0 228 1 18.89097 19 
2 1 0 0 234 1 16.1271 19 
2 0 0 0 236 0 19 19 
2 0 0 0 238 0 19 19 
2 1 0 0 242 1 18.74989 19 
2 0 0 0 244 0 19 19 
2 2 0 0 245 2 18.55639 19 
2 0 0 0 246 0 19 19 
2 0 0 0 249 0 19 19 
2 0 0 0 251 0 19 19 
2 0 0 0 252 0 19 19 
2 2 0 0 257 2 18.35642 19 
2 1 0 0 264 1 18.96324 19 
2 0 0 0 265 0 19 19 
2 0 0 0 275 0 19 19 
2 1 0 0 281 1 18.99082 19 
2 1 0 0 283 1 18.99267 19 
2 0 0 0 284 0 19 19 
2 0 0 0 286 0 19 19 
2 0 0 0 289 0 19 19 
2 4 0 0 290 4 18.41812 19 
2 1 0 0 296 1 18.97758 19 
2 1 0 0 297 1 18.99784 19 
2 0 0 0 298 0 19 19 
2 0 0 0 308 0 19 19 
2 0 0 0 310 0 19 19 
2 0 0 0 311 0 19 19 
2 0 0 0 313 0 19 19 
2 0 0 0 315 0 19 19 
2 0 0 0 319 0 19 19 
2 1 0 0 325 1 18.99752 19 
2 0 0 0 330 0 19 19 
2 0 0 0 337 0 19 19 
2 0 0 0 340 0 19 19 
2 0 0 0 348 0 19 19 
2 0 0 0 349 0 19 19 
2 0 0 0 353 0 19 19 
2 0 0 0 359 0 19 19 
2 1 0 0 360 1 18.58309 19 
2 0 0 0 361 0 19 19 
2 0 0 0 362 0 19 19 
2 2 0 0 363 2 18.98413 19 
2 0 0 0 364 0 19 19 
2 0 0 0 365 0 19 19 
